,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
376,Westport,75,US,1565816580,78,41.14,-73.36,80.01,5.82
377,Petropavlovsk-Kamchatskiy,90,RU,1565816669,100,53.05,158.65,53.6,2.24
378,Kloulklubed,75,PW,1565816670,88,7.04,134.26,77.0,4.41
379,Inhambane,1,MZ,1565816671,97,-23.87,35.38,64.85,3.96
380,Shatalovo,100,RU,1565816672,85,53.28,37.58,67.01,12.62
381,Cabedelo,75,BR,1565816674,88,-6.97,-34.84,75.2,4.7
382,Vancouver,1,CA,1565816458,68,49.26,-123.12,81.0,5.82
383,Puri,100,ID,1565816676,92,-7.54,112.45,69.89,6.62
384,Sao Bernardo,89,BR,1565816677,65,-3.36,-42.42,82.85,8.03
385,Hailey,5,US,1565816678,21,43.52,-114.32,84.99,9.17
386,Cap Malheureux,20,MU,1565816680,56,-19.98,57.61,71.6,11.41
387,Armeria,75,MX,1565816681,69,18.93,-103.97,91.4,9.17
388,Gondanglegi,92,ID,1565816682,94,-7.75,112.01,70.25,6.24
389,Beloha,0,MG,1565816683,81,-25.17,45.06,66.29,5.1
390,Ternate,75,PH,1565816685,83,14.29,120.72,84.99,2.24
391,Port Hueneme,20,US,1565816686,77,34.15,-119.2,100.99,8.05
392,Shizuishan,0,CN,1565816687,23,39.02,106.36,75.0,5.99
393,Srednekolymsk,0,RU,1565816689,67,67.46,153.71,41.09,12.26
394,Tlaltenango,20,MX,1565816690,36,19.17,-98.35,75.2,2.24
395,La Paz,40,MX,1565816670,17,24.15,-110.32,100.4,13.85
396,Paamiut,4,GL,1565816692,80,61.99,-49.67,42.53,1.99
397,Bowen,40,AU,1565816694,100,-20.01,148.25,63.0,8.05
398,Baiyin,0,CN,1565816696,41,36.55,104.13,57.2,2.24
399,Phangnga,40,TH,1565816697,83,8.45,98.53,80.6,10.29
400,Lerwick,40,GB,1565816698,67,60.15,-1.15,57.2,13.87
401,Altus,40,US,1565816466,38,34.64,-99.33,96.8,3.36
402,Canon City,1,US,1565816700,7,39.46,-117.13,89.6,5.82
403,Coahuayana,4,MX,1565816702,62,18.62,-100.35,88.97,1.77
404,Oudtshoorn,0,ZA,1565816703,87,-33.59,22.2,53.6,3.36
405,Mehran,0,IR,1565816704,27,33.12,46.17,78.8,4.7
406,Dakar,75,SN,1565816537,74,14.69,-17.45,80.6,11.41
407,Kuusamo,90,FI,1565816535,100,65.96,29.19,55.4,3.36
408,Gusinoye Ozero,47,RU,1565816708,97,51.11,106.26,43.43,9.48
409,Hami,0,CN,1565816709,9,42.84,93.51,85.37,15.17
410,Along,89,IN,1565816711,97,28.17,94.8,60.71,1.28
411,Qasigiannguit,0,GL,1565816712,66,68.82,-51.19,40.19,9.33
412,Pundaguitan,66,PH,1565816713,83,6.37,126.17,80.51,12.19
413,Mindelo,75,PT,1565816715,100,41.31,-8.72,73.0,8.05
414,Enshi,0,CN,1565816716,91,30.29,109.48,62.15,1.3
415,Leningradskiy,95,RU,1565816717,84,69.38,178.42,36.05,17.34
416,Laguna,75,BZ,1565816718,66,16.17,-88.94,89.6,4.7
417,Santa Isabel do Rio Negro,89,BR,1565816720,59,-0.41,-65.02,85.55,1.36
418,Alice Springs,0,AU,1565816721,31,-23.7,133.88,35.6,1.12
419,Saint-Ambroise,75,CA,1565816722,55,48.56,-71.32,68.0,9.17
420,Vila Franca do Campo,20,PT,1565816723,83,37.72,-25.43,71.6,3.36
421,Grants,75,US,1565816694,27,35.15,-107.85,77.0,16.11
422,Amberley,0,NZ,1565816726,74,-43.15,172.73,43.0,3.36
423,Talnakh,0,RU,1565816727,81,69.49,88.39,44.6,6.71
424,Constantine,40,DZ,1565816728,64,36.36,6.61,69.8,5.82
425,Parkes,0,AU,1565816466,79,-33.14,148.18,35.01,4.03
426,Athabasca,100,CA,1565816731,42,54.72,-113.29,74.21,10.18
427,Shelburne,1,CA,1565816732,36,44.08,-80.2,80.01,10.29
428,Poum,40,MK,1565816733,64,41.28,20.71,69.8,4.7
429,Sisimiut,75,GL,1565816734,89,66.94,-53.67,44.69,5.84
430,Barcelona,20,ES,1565816614,78,41.38,2.18,79.0,4.7
431,Mezen,85,RU,1565816737,93,65.85,44.24,51.71,7.11
432,San Pedro,33,AR,1565816738,58,-33.68,-59.66,50.0,4.0
433,Buldana,100,IN,1565816739,93,20.53,76.18,72.77,5.77
434,Tiznit,0,MA,1565816741,86,29.7,-9.73,68.63,8.63
435,Mikuni,75,JP,1565816742,58,36.22,136.15,86.0,9.17
436,Prado,51,CO,1565816743,23,3.75,-74.93,97.25,19.66
437,Sioux Lookout,75,CA,1565816744,40,50.1,-91.92,73.4,9.17
438,Tuy Hoa,27,VN,1565816746,75,13.08,109.3,77.99,6.87
439,Kavieng,1,PG,1565816747,71,-2.57,150.8,82.85,6.24
440,Laem Sing,100,TH,1565816748,76,12.48,102.07,84.99,2.1
441,Le Port,1,FR,1565816749,61,42.87,1.37,68.0,5.01
442,Omsukchan,13,RU,1565816751,68,62.53,155.8,49.01,3.36
443,Port Hedland,90,AU,1565816752,100,-20.31,118.58,69.8,6.93
444,Inawashiro,46,JP,1565816753,55,37.55,140.1,75.99,8.61
445,Narsaq,20,GL,1565816755,23,60.91,-46.05,60.8,18.34
446,Brae,99,GB,1565816756,87,60.4,-1.35,57.2,9.17
447,Regeneracao,2,BR,1565816651,31,-6.24,-42.69,86.09,4.16
448,Diu,100,IN,1565816758,89,20.71,70.98,79.43,8.84
449,Merke,100,KZ,1565816759,77,42.87,73.19,57.83,16.46
450,Ninh Binh,100,VN,1565816687,88,20.25,105.97,78.89,2.51
451,Lumberton,40,US,1565816762,47,30.27,-94.2,96.8,3.36
452,Kargat,27,RU,1565816763,78,55.19,80.28,56.93,9.62
453,Chala,0,TZ,1565816764,32,-7.6,31.27,59.99,7.49
454,Iturama,17,BR,1565816497,54,-19.73,-50.2,74.21,13.24
455,Hualmay,72,PE,1565816767,90,-11.1,-77.61,60.53,8.88
456,Ajdabiya,0,LY,1565816768,89,30.75,20.22,79.25,13.27
457,Dangriga,40,BZ,1565816769,70,16.97,-88.23,89.6,8.05
458,Nalut,0,LY,1565816770,65,31.86,10.98,74.93,14.74
459,Hambantota,100,LK,1565816639,79,6.12,81.12,81.05,24.47
460,Bathsheba,75,BB,1565816773,79,13.22,-59.52,84.2,19.46
461,Nybro,0,SE,1565816774,87,56.75,15.91,59.0,6.93
462,Zhezkazgan,95,KZ,1565816775,45,47.8,67.71,61.43,11.21
463,Bogorodskoye,100,RU,1565816776,76,52.37,140.44,57.47,4.27
464,Manokwari,93,ID,1565816777,80,-0.87,134.08,72.77,4.41
465,Chapais,90,CA,1565816779,67,49.78,-74.86,59.0,6.93
466,Taonan,68,CN,1565816780,84,45.34,122.78,66.47,2.37
467,Yantal,6,RU,1565816781,95,56.85,105.25,44.51,1.52
468,Kirakira,4,SB,1565816782,78,-10.46,161.92,79.79,7.36
469,The Valley,40,AI,1565816701,66,18.22,-63.06,87.8,16.11
470,Deputatskiy,72,RU,1565816785,79,69.3,139.9,46.67,3.83
471,Krasnogorskoye,95,RU,1565816786,96,57.7,52.5,53.69,2.35
472,Sambava,0,MG,1565816787,95,-14.27,50.17,63.77,3.4
473,Syasstroy,100,RU,1565816788,84,60.14,32.56,60.35,9.78
474,Ayagoz,47,KZ,1565816790,51,47.96,80.43,63.23,5.82
475,Yarada,71,IN,1565816791,89,17.65,83.27,80.51,12.77
476,Valparaiso,90,US,1565816777,78,41.47,-87.06,82.99,10.29
477,Batemans Bay,0,AU,1565816793,95,-35.71,150.18,32.0,1.01
478,Gornyak,89,KZ,1565816795,71,51.0,81.46,64.13,9.53
479,Stephenville,40,CA,1565816796,68,48.55,-58.59,66.99,10.29
480,Puke,0,AL,1565816797,60,42.04,19.9,73.4,8.05
481,Trelew,100,AR,1565816798,56,-43.25,-65.31,46.31,18.57
482,Jumla,100,NP,1565816799,97,29.28,82.18,56.39,0.09
483,Carepa,40,CO,1565816801,66,7.76,-76.65,89.6,10.29
484,Teahupoo,20,PF,1565816802,69,-17.83,-149.27,82.4,13.87
485,Inirida,28,CO,1565816803,92,3.87,-67.92,80.15,3.04
486,Kiama,0,AU,1565816804,65,-34.67,150.86,46.99,8.05
487,Haines Junction,100,CA,1565816806,65,60.75,-137.51,55.49,3.91
488,Pitimbu,75,BR,1565816807,88,-7.47,-34.81,75.2,4.7
489,Solnechnyy,98,RU,1565816808,96,50.72,136.64,59.81,4.14
490,Loandjili,75,CG,1565816809,88,-4.77,11.87,73.4,4.7
491,Emerald,44,AU,1565816811,93,-23.53,148.16,51.8,4.7
492,Makakilo City,40,US,1565816812,66,21.35,-158.09,87.8,6.93
493,Sao Jose da Coroa Grande,63,BR,1565816813,94,-8.9,-35.15,70.79,4.16
494,Stokmarknes,90,NO,1565816814,93,68.56,14.91,55.99,13.87
495,Namatanai,100,PG,1565816816,79,-3.66,152.44,78.53,3.78
496,Warrnambool,100,AU,1565816817,91,-38.38,142.48,46.99,11.99
497,Takoradi,37,GH,1565816818,92,4.89,-1.75,74.21,3.76
498,Gazanjyk,0,TM,1565816819,23,39.24,55.52,76.19,9.22
499,Yining,0,CN,1565816821,86,29.04,114.56,73.67,1.3
500,Acu,20,BR,1565816822,46,-3.35,-60.45,93.2,3.36
501,Vardo,40,US,1565816823,48,39.62,-77.74,88.0,5.82
502,Kavaratti,100,IN,1565816825,73,10.57,72.64,81.77,17.6
503,Kieta,24,PG,1565816826,76,-6.22,155.63,80.33,6.33
504,Tabou,81,CI,1565816827,90,4.42,-7.36,75.29,5.55
505,Taoudenni,0,ML,1565816828,11,22.68,-3.98,104.09,7.34
506,Quatre Cocos,20,MU,1565816829,56,-20.21,57.76,71.6,11.41
507,Stromness,1,CA,1565816831,44,42.87,-79.55,79.0,9.17
508,Sao Joao do Piaui,13,BR,1565816832,43,-8.36,-42.25,80.15,5.66
509,Yulara,0,AU,1565816833,34,-25.24,130.99,35.6,4.7
510,Port Lincoln,81,AU,1565816661,55,-34.72,135.86,58.55,18.63
511,High Rock,75,BS,1565816835,66,26.63,-78.28,87.8,9.17
512,Fort Smith,1,US,1565816573,32,35.39,-94.42,96.8,3.71
513,Erenhot,23,CN,1565816838,58,43.65,111.97,64.85,17.52
514,Nara,75,JP,1565816839,88,34.68,135.8,84.2,13.87
515,Daru,99,PG,1565816840,93,-9.07,143.21,74.21,9.71
516,Jaru,100,BR,1565816841,24,-10.43,-62.48,91.31,7.54
517,Abbeville,90,FR,1565816843,93,50.11,1.83,63.0,9.17
518,Babynino,0,RU,1565816844,82,54.39,35.75,66.2,8.95
519,Nome,40,US,1565816845,47,30.04,-94.42,99.0,3.36
520,Marsa Matruh,20,EG,1565816846,83,31.35,27.25,80.6,4.7
521,Port Hardy,75,CA,1565816848,93,50.7,-127.42,60.8,6.93
522,Bonfim,57,GY,1565816849,65,3.36,-59.84,85.01,3.98
523,Gamboula,100,CF,1565816850,91,4.12,15.14,69.89,1.01
524,Ribnitz-Damgarten,40,DE,1565816851,71,54.24,12.43,62.01,2.24
525,Balabac,78,PH,1565816853,77,7.99,117.06,80.51,3.89
526,Fayaoue,44,NC,1565816854,79,-20.65,166.53,71.51,18.77
527,Sept-Iles,20,CA,1565816828,55,50.2,-66.38,69.01,11.41
528,Newport,75,US,1565816856,83,41.49,-71.31,81.0,5.82
529,Jacksonville,75,US,1565816816,53,30.33,-81.66,96.8,11.41
530,Havelock,1,US,1565816859,66,34.88,-76.9,93.99,11.41
531,Grafton,0,AU,1565816860,100,-29.69,152.93,46.99,3.83
532,Ukiah,1,US,1565816686,23,39.15,-123.21,100.0,8.01
533,Corinto,75,CO,1565816862,40,3.17,-76.26,87.8,4.7
534,Ghanzi,0,BW,1565816863,21,-21.7,21.65,64.49,5.73
535,Kungurtug,0,RU,1565816865,81,50.6,97.53,38.03,2.95
536,Wamba,71,CD,1565816866,94,2.14,27.99,66.11,1.54
